Running Busy Beaver 5 through Zeroth Field...

---- Execution Report ----
  Position -8499: 0
  Position -8498: 0
  Position -8497: 1
  Position -8496: 0
  Position -8495: 0
  Position -8494: 1
  Position -8493: 0
  Position -8492: 0
  Position -8491: 1
  Position -8490: 0
  Position -8489: 0
  Position -8488: 1
  Position -8487: 0
  Position -8486: 0
  Position -8485: 1
  Position -8484: 0
  Position -8483: 0
  Position -8482: 1
  Position -8481: 0
  Position -8480: 0
  Position -8479: 1
  Position -8478: 0
  Position -8477: 0
  Position -8476: 1
  Position -8475: 0
  Position -8474: 0
  Position -8473: 1
  Position -8472: 0
  Position -8471: 0
  Position -8470: 1
  Position -8469: 0
  Position -8468: 0
  Position -8467: 1
  Position -8466: 0
  Position -8465: 0
  Position -8464: 1
  Position -8463: 0
  Position -8462: 0
  Position -8461: 1
  Position -8460: 0
  Position -8459: 0
  Position -8458: 1
  Position -8457: 0
  Position -8456: 0
  Position -8455: 1
  Position -8454: 0
  Position -8453: 0
  Position -8452: 1
  Position -8451: 0
  Position -8450: 0
  Position -8449: 1
  Position -8448: 0
  Position -8447: 0
  Position -8446: 1
  Position -8445: 0
  Position -8444: 0
  Position -8443: 1
  Position -8442: 0
  Position -8441: 0
  Position -8440: 1
  Position -8439: 0
  Position -8438: 0
  Position -8437: 1
  Position -8436: 0
  Position -8435: 0
  Position -8434: 1
  Position -8433: 0
  Position -8432: 0
  Position -8431: 1
  Position -8430: 0
  Position -8429: 0
  Position -8428: 1
  Position -8427: 0
  Position -8426: 0
  Position -8425: 1
  Position -8424: 0
  Position -8423: 0
  Position -8422: 1
  Position -8421: 0
  Position -8420: 0
  Position -8419: 1
  Position -8418: 0
  Position -8417: 0
  Position -8416: 1
  Position -8415: 0
  Position -8414: 0
  Position -8413: 1
  Position -8412: 0
  Position -8411: 0
  Position -8410: 1
  Position -8409: 0
  Position -8408: 0
  Position -8407: 1
  Position -8406: 0
  Position -8405: 0
  Position -8404: 1
  Position -8403: 0
  Position -8402: 0
  Position -8401: 1
  Position -8400: 0
  Position -8399: 0
  Position -8398: 1
  Position -8397: 0
  Position -8396: 0
  Position -8395: 1
  Position -8394: 0
  Position -8393: 0
  Position -8392: 1
  Position -8391: 0
  Position -8390: 0
  Position -8389: 1
  Position -8388: 0
  Position -8387: 0
  Position -8386: 1
  Position -8385: 0
  Position -8384: 0
  Position -8383: 1
  Position -8382: 0
  Position -8381: 0
  Position -8380: 1
  Position -8379: 0
  Position -8378: 0
  Position -8377: 1
  Position -8376: 0
  Position -8375: 0
  Position -8374: 1
  Position -8373: 0
  Position -8372: 0
  Position -8371: 1
  Position -8370: 0
  Position -8369: 0
  Position -8368: 1
  Position -8367: 0
  Position -8366: 0
  Position -8365: 1
  Position -8364: 0
  Position -8363: 0
  Position -8362: 1
  Position -8361: 0
  Position -8360: 0
  Position -8359: 1
  Position -8358: 0
  Position -8357: 0
  Position -8356: 1
  Position -8355: 0
  Position -8354: 0
  Position -8353: 1
  Position -8352: 0
  Position -8351: 0
  Position -8350: 1
  Position -8349: 0
  Position -8348: 0
  Position -8347: 1
  Position -8346: 0
  Position -8345: 0
  Position -8344: 1
  Position -8343: 0
  Position -8342: 0
  Position -8341: 1
  Position -8340: 0
  Position -8339: 0
  Position -8338: 1
  Position -8337: 0
  Position -8336: 0
  Position -8335: 1
  Position -8334: 0
  Position -8333: 0
  Position -8332: 1
  Position -8331: 0
  Position -8330: 0
  Position -8329: 1
  Position -8328: 0
  Position -8327: 0
  Position -8326: 1
  Position -8325: 0
  Position -8324: 0
  Position -8323: 1
  Position -8322: 0
  Position -8321: 0
  Position -8320: 1
  Position -8319: 0
  Position -8318: 0
  Position -8317: 1
  Position -8316: 0
  Position -8315: 0
  Position -8314: 1
  Position -8313: 0
  Position -8312: 0
  Position -8311: 1
  Position -8310: 0
  Position -8309: 0
  Position -8308: 1
  Position -8307: 0
  Position -8306: 0
  Position -8305: 1
  Position -8304: 0
  Position -8303: 0
  Position -8302: 1
  Position -8301: 0
  Position -8300: 0
  Position -8299: 1
  Position -8298: 0
  Position -8297: 0
  Position -8296: 1
  Position -8295: 0
  Position -8294: 0
  Position -8293: 1
  Position -8292: 0
  Position -8291: 0
  Position -8290: 1
  Position -8289: 0
  Position -8288: 0
  Position -8287: 1
  Position -8286: 0
  Position -8285: 0
  Position -8284: 1
  Position -8283: 0
  Position -8282: 0
  Position -8281: 1
  Position -8280: 0
  Position -8279: 0
  Position -8278: 1
  Position -8277: 0
  Position -8276: 0
  Position -8275: 1
  Position -8274: 0
  Position -8273: 0
  Position -8272: 1
  Position -8271: 0
  Position -8270: 0
  Position -8269: 1
  Position -8268: 0
  Position -8267: 0
  Position -8266: 1
  Position -8265: 0
  Position -8264: 0
  Position -8263: 1
  Position -8262: 0
  Position -8261: 0
  Position -8260: 1
  Position -8259: 0
  Position -8258: 0
  Position -8257: 1
  Position -8256: 0
  Position -8255: 0
  Position -8254: 1
  Position -8253: 0
  Position -8252: 0
  Position -8251: 1
  Position -8250: 0
  Position -8249: 0
  Position -8248: 1
  Position -8247: 0
  Position -8246: 0
  Position -8245: 1
  Position -8244: 0
  Position -8243: 0
  Position -8242: 1
  Position -8241: 0
  Position -8240: 0
  Position -8239: 1
  Position -8238: 0
  Position -8237: 0
  Position -8236: 1
  Position -8235: 0
  Position -8234: 0
  Position -8233: 1
  Position -8232: 0
  Position -8231: 0
  Position -8230: 1
  Position -8229: 0
  Position -8228: 0
  Position -8227: 1
  Position -8226: 0
  Position -8225: 0
  Position -8224: 1
  Position -8223: 0
  Position -8222: 0
  Position -8221: 1
  Position -8220: 0
  Position -8219: 0
  Position -8218: 1
  Position -8217: 0
  Position -8216: 0
  Position -8215: 1
  Position -8214: 0
  Position -8213: 0
  Position -8212: 1
  Position -8211: 0
  Position -8210: 0
  Position -8209: 1
  Position -8208: 0
  Position -8207: 0
  Position -8206: 1
  Position -8205: 0
  Position -8204: 0
  Position -8203: 1
  Position -8202: 0
  Position -8201: 0
  Position -8200: 1
  Position -8199: 0
  Position -8198: 0
  Position -8197: 1
  Position -8196: 0
  Position -8195: 0
  Position -8194: 1
  Position -8193: 0
  Position -8192: 0
  Position -8191: 1
  Position -8190: 0
  Position -8189: 0
  Position -8188: 1
  Position -8187: 0
  Position -8186: 0
  Position -8185: 1
  Position -8184: 0
  Position -8183: 0
  Position -8182: 1
  Position -8181: 0
  Position -8180: 0
  Position -8179: 1
  Position -8178: 0
  Position -8177: 0
  Position -8176: 1
  Position -8175: 0
  Position -8174: 0
  Position -8173: 1
  Position -8172: 0
  Position -8171: 0
  Position -8170: 1
  Position -8169: 0
  Position -8168: 0
  Position -8167: 1
  Position -8166: 0
  Position -8165: 0
  Position -8164: 1
  Position -8163: 0
  Position -8162: 0
  Position -8161: 1
  Position -8160: 0
  Position -8159: 0
  Position -8158: 1
  Position -8157: 0
  Position -8156: 0
  Position -8155: 1
  Position -8154: 0
  Position -8153: 0
  Position -8152: 1
  Position -8151: 0
  Position -8150: 0
  Position -8149: 1
  Position -8148: 0
  Position -8147: 0
  Position -8146: 1
  Position -8145: 0
  Position -8144: 0
  Position -8143: 1
  Position -8142: 0
  Position -8141: 0
  Position -8140: 1
  Position -8139: 0
  Position -8138: 0
  Position -8137: 1
  Position -8136: 0
  Position -8135: 0
  Position -8134: 1
  Position -8133: 0
  Position -8132: 0
  Position -8131: 1
  Position -8130: 0
  Position -8129: 0
  Position -8128: 1
  Position -8127: 0
  Position -8126: 0
  Position -8125: 1
  Position -8124: 0
  Position -8123: 0
  Position -8122: 1
  Position -8121: 0
  Position -8120: 0
  Position -8119: 1
  Position -8118: 0
  Position -8117: 0
  Position -8116: 1
  Position -8115: 0
  Position -8114: 0
  Position -8113: 1
  Position -8112: 0
  Position -8111: 0
  Position -8110: 1
  Position -8109: 0
  Position -8108: 0
  Position -8107: 1
  Position -8106: 0
  Position -8105: 0
  Position -8104: 1
  Position -8103: 0
  Position -8102: 0
  Position -8101: 1
  Position -8100: 0
  Position -8099: 0
  Position -8098: 1
  Position -8097: 0
  Position -8096: 0
  Position -8095: 1
  Position -8094: 0
  Position -8093: 0
  Position -8092: 1
  Position -8091: 0
  Position -8090: 0
  Position -8089: 1
  Position -8088: 0
  Position -8087: 0
  Position -8086: 1
  Position -8085: 0
  Position -8084: 0
  Position -8083: 1
  Position -8082: 0
  Position -8081: 0
  Position -8080: 1
  Position -8079: 0
  Position -8078: 0
  Position -8077: 1
  Position -8076: 0
  Position -8075: 0
  Position -8074: 1
  Position -8073: 0
  Position -8072: 0
  Position -8071: 1
  Position -8070: 0
  Position -8069: 0
  Position -8068: 1
  Position -8067: 0
  Position -8066: 0
  Position -8065: 1
  Position -8064: 0
  Position -8063: 0
  Position -8062: 1
  Position -8061: 0
  Position -8060: 0
  Position -8059: 1
  Position -8058: 0
  Position -8057: 0
  Position -8056: 1
  Position -8055: 0
  Position -8054: 0
  Position -8053: 1
  Position -8052: 0
  Position -8051: 0
  Position -8050: 1
  Position -8049: 0
  Position -8048: 0
  Position -8047: 1
  Position -8046: 0
  Position -8045: 0
  Position -8044: 1
  Position -8043: 0
  Position -8042: 0
  Position -8041: 1
  Position -8040: 0
  Position -8039: 0
  Position -8038: 1
  Position -8037: 0
  Position -8036: 0
  Position -8035: 1
  Position -8034: 0
  Position -8033: 0
  Position -8032: 1
  Position -8031: 0
  Position -8030: 0
  Position -8029: 1
  Position -8028: 0
  Position -8027: 0
  Position -8026: 1
  Position -8025: 0
  Position -8024: 0
  Position -8023: 1
  Position -8022: 0
  Position -8021: 0
  Position -8020: 1
  Position -8019: 0
  Position -8018: 0
  Position -8017: 1
  Position -8016: 0
  Position -8015: 0
  Position -8014: 1
  Position -8013: 0
  Position -8012: 0
  Position -8011: 1
  Position -8010: 0
  Position -8009: 0
  Position -8008: 1
  Position -8007: 0
  Position -8006: 0
  Position -8005: 1
  Position -8004: 0
  Position -8003: 0
  Position -8002: 1
  Position -8001: 0
  Position -8000: 0
  Position -7999: 1
  Position -7998: 0
  Position -7997: 0
  Position -7996: 1
  Position -7995: 0
  Position -7994: 0
  Position -7993: 1
  Position -7992: 0
  Position -7991: 0
  Position -7990: 1
  Position -7989: 0
  Position -7988: 0
  Position -7987: 1
  Position -7986: 0
  Position -7985: 0
  Position -7984: 1
  Position -7983: 0
  Position -7982: 0
  Position -7981: 1
  Position -7980: 0
  Position -7979: 0
  Position -7978: 1
  Position -7977: 0
  Position -7976: 0
  Position -7975: 1
  Position -7974: 0
  Position -7973: 0
  Position -7972: 1
  Position -7971: 0
  Position -7970: 0
  Position -7969: 1
  Position -7968: 0
  Position -7967: 0
  Position -7966: 1
  Position -7965: 0
  Position -7964: 0
  Position -7963: 1
  Position -7962: 0
  Position -7961: 0
  Position -7960: 1
  Position -7959: 0
  Position -7958: 0
  Position -7957: 1
  Position -7956: 0
  Position -7955: 0
  Position -7954: 1
  Position -7953: 0
  Position -7952: 0
  Position -7951: 1
  Position -7950: 0
  Position -7949: 0
  Position -7948: 1
  Position -7947: 0
  Position -7946: 0
  Position -7945: 1
  Position -7944: 0
  Position -7943: 0
  Position -7942: 1
  Position -7941: 0
  Position -7940: 0
  Position -7939: 1
  Position -7938: 0
  Position -7937: 0
  Position -7936: 1
  Position -7935: 0
  Position -7934: 0
  Position -7933: 1
  Position -7932: 0
  Position -7931: 0
  Position -7930: 1
  Position -7929: 0
  Position -7928: 0
  Position -7927: 1
  Position -7926: 0
  Position -7925: 0
  Position -7924: 1
  Position -7923: 0
  Position -7922: 0
  Position -7921: 1
  Position -7920: 0
  Position -7919: 0
  Position -7918: 1
  Position -7917: 0
  Position -7916: 0
  Position -7915: 1
  Position -7914: 0
  Position -7913: 0
  Position -7912: 1
  Position -7911: 0
  Position -7910: 0
  Position -7909: 1
  Position -7908: 0
  Position -7907: 0
  Position -7906: 1
  Position -7905: 0
  Position -7904: 0
  Position -7903: 1
  Position -7902: 0
  Position -7901: 0
  Position -7900: 1
  Position -7899: 0
  Position -7898: 0
  Position -7897: 1
  Position -7896: 0
  Position -7895: 0
  Position -7894: 1
  Position -7893: 0
  Position -7892: 0
  Position -7891: 1
  Position -7890: 0
  Position -7889: 0
  Position -7888: 1
  Position -7887: 0
  Position -7886: 0
  Position -7885: 1
  Position -7884: 0
  Position -7883: 0
  Position -7882: 1
  Position -7881: 0
  Position -7880: 0
  Position -7879: 1
  Position -7878: 0
  Position -7877: 0
  Position -7876: 1
  Position -7875: 0
  Position -7874: 0
  Position -7873: 1
  Position -7872: 0
  Position -7871: 0
  Position -7870: 1
  Position -7869: 0
  Position -7868: 0
  Position -7867: 1
  Position -7866: 0
  Position -7865: 0
  Position -7864: 1
  Position -7863: 0
  Position -7862: 0
  Position -7861: 1
  Position -7860: 0
  Position -7859: 0
  Position -7858: 1
  Position -7857: 0
  Position -7856: 0
  Position -7855: 1
  Position -7854: 0
  Position -7853: 0
  Position -7852: 1
  Position -7851: 0
  Position -7850: 0
  Position -7849: 1
  Position -7848: 0
  Position -7847: 0
  Position -7846: 1
  Position -7845: 0
  Position -7844: 0
  Position -7843: 1
  Position -7842: 0
  Position -7841: 0
  Position -7840: 1
  Position -7839: 0
  Position -7838: 0
  Position -7837: 1
  Position -7836: 0
  Position -7835: 0
  Position -7834: 1
  Position -7833: 0
  Position -7832: 0
  Position -7831: 1
  Position -7830: 0
  Position -7829: 0
  Position -7828: 1
  Position -7827: 0
  Position -7826: 0
  Position -7825: 1
  Position -7824: 0
  Position -7823: 0
  Position -7822: 1
  Position -7821: 0
  Position -7820: 0
  Position -7819: 1
  Position -7818: 0
  Position -7817: 0
  Position -7816: 1
  Position -7815: 0
  Position -7814: 0
  Position -7813: 1
  Position -7812: 0
  Position -7811: 0
  Position -7810: 1
  Position -7809: 0
  Position -7808: 0
  Position -7807: 1
  Position -7806: 0
  Position -7805: 0
  Position -7804: 1
  Position -7803: 0
  Position -7802: 0
  Position -7801: 1
  Position -7800: 0
  Position -7799: 0
  Position -7798: 1
  Position -7797: 0
  Position -7796: 0
  Position -7795: 1
  Position -7794: 0
  Position -7793: 0
  Position -7792: 1
  Position -7791: 0
  Position -7790: 0
  Position -7789: 1
  Position -7788: 0
  Position -7787: 0
  Position -7786: 1
  Position -7785: 0
  Position -7784: 0
  Position -7783: 1
  Position -7782: 0
  Position -7781: 0
  Position -7780: 1
  Position -7779: 0
  Position -7778: 0
  Position -7777: 1
  Position -7776: 0
  Position -7775: 0
  Position -7774: 1
  Position -7773: 0
  Position -7772: 0
  Position -7771: 1
  Position -7770: 0
  Position -7769: 0
  Position -7768: 1
  Position -7767: 0
  Position -7766: 0
  Position -7765: 1
  Position -7764: 0
  Position -7763: 0
  Position -7762: 1
  Position -7761: 0
  Position -7760: 0
  Position -7759: 1
  Position -7758: 0
  Position -7757: 0
  Position -7756: 1
  Position -7755: 0
  Position -7754: 0
  Position -7753: 1
  Position -7752: 0
  Position -7751: 0
  Position -7750: 1
  Position -7749: 0
  Position -7748: 0
  Position -7747: 1
  Position -7746: 0
  Position -7745: 0
  Position -7744: 1
  Position -7743: 0
  Position -7742: 0
  Position -7741: 1
  Position -7740: 0
  Position -7739: 0
  Position -7738: 1
  Position -7737: 0
  Position -7736: 0
  Position -7735: 1
  Position -7734: 0
  Position -7733: 0
  Position -7732: 1
  Position -7731: 0
  Position -7730: 0
  Position -7729: 1
  Position -7728: 0
  Position -7727: 0
  Position -7726: 1
  Position -7725: 0
  Position -7724: 0
  Position -7723: 1
  Position -7722: 0
  Position -7721: 0
  Position -7720: 1
  Position -7719: 0
  Position -7718: 0
  Position -7717: 1
  Position -7716: 0
  Position -7715: 0
  Position -7714: 1
  Position -7713: 0
  Position -7712: 0
  Position -7711: 1
  Position -7710: 0
  Position -7709: 0
  Position -7708: 1
  Position -7707: 0
  Position -7706: 0
  Position -7705: 1
  Position -7704: 0
  Position -7703: 0
  Position -7702: 1
  Position -7701: 0
  Position -7700: 0
  Position -7699: 1
  Position -7698: 0
  Position -7697: 0
  Position -7696: 1
  Position -7695: 0
  Position -7694: 0
  Position -7693: 1
  Position -7692: 0
  Position -7691: 0
  Position -7690: 1
  Position -7689: 0
  Position -7688: 0
  Position -7687: 1
  Position -7686: 0
  Position -7685: 0
  Position -7684: 1
  Position -7683: 0
  Position -7682: 0
  Position -7681: 1
  Position -7680: 0
  Position -7679: 0
  Position -7678: 1
  Position -7677: 0
  Position -7676: 0
  Position -7675: 1
  Position -7674: 0
  Position -7673: 0
  Position -7672: 1
  Position -7671: 0
  Position -7670: 0
  Position -7669: 1
  Position -7668: 0
  Position -7667: 0
  Position -7666: 1
  Position -7665: 0
  Position -7664: 0
  Position -7663: 1
  Position -7662: 0
  Position -7661: 0
  Position -7660: 1
  Position -7659: 0
  Position -7658: 0
  Position -7657: 1
  Position -7656: 0
  Position -7655: 0
  Position -7654: 1
  Position -7653: 0
  Position -7652: 0
  Position -7651: 1
  Position -7650: 0
  Position -7649: 0
  Position -7648: 1
  Position -7647: 0
  Position -7646: 0
